ABC순	ABC	순
거무데데하다	거무데데	하다
거무뎅뎅하다	꺼무뎅뎅	하다
거무레하다	거무레	하다
거무룩하다	거무룩	하다
거무숙숙하다	거무숙숙	하다
거무스레하다	거무스레	하다
거무스름하다	거무스름	하다
거무접접하다	거무접접	하다
거무죽죽하다	거무죽죽	하다
거무충충하다	거무충충	하다
거무칙칙하다	거무칙칙	하다
거무튀튀하다	거무튀튀	하다
거무트름하다	거무트름	하다
거무트름히	거무트름	히
거문고자리	거문고	자리
거물거리다	거물	거리다
거물대다	거물	대다
거뭇하다	거뭇	하다
거미불가사리	거미	불가사리
거미줄	거미	줄#string
거북꼬리	거북	꼬리
거북목	거북	목
거북복	거북	복
거북선	거북	선
거북이	거북	이
거북하다	거북	하다
거분거분히	거분거분	히
거분하다	거분	하다
거불거리다	거불	거리다
거불대다	거불	대다
거붓하다	거붓	하다
거뿐하다	거뿐	하다
거센	거세다	ㄴ
거센소리	거센	소리
거셈	거세다	ㅁ
거스름돈	거스름	돈
거시경제학	거시	경제학
거위고기	거위	고기
거절하다	거절	하다
거주자	거주	자
거주하다	거주	하다
거지발싸개	거지	발싸개
거짓되다	거짓	되다
거짓말	거짓	말
거짓말 탐지기	거짓말	탐지기
거짓말쟁이	거짓말	쟁이
거짓말하다	거짓말	하다
거짓부렁이	거짓	부렁 < 부리다
거추장스럽다	거추장	스럽다
거치적거리다	거치적	거리다
거치적거치적	거치적	거치적
거치적대다	거치적	대다
거친	거칠다	ㄴ
거칠하다	거칠	하다
거침	거칠다	ㅁ
거칫거리다	거칫	거리다
거칫거칫	거칫	거칫
거칫대다	거칫	대다
거칫하다	거칫	하다
거푼거리다	거푼	거리다
거푼대다	거푼	대다
거풀거리다	거풀	거리다
거풀거풀	거풀	거풀
거풀대다	거풀	대다
거품기	거품	기
거풋거리다	거풋	거리다
거풋대다	거풋	대다
걱실거리다	걱실	거리다
걱실걱실히	걱실걱실	히
걱실대다	걱실	대다
걱정되다	걱정	되다
걱정스럽다	걱정	스럽다
걱정하다	걱정	하다
건	걸	ㄴ
건강하다	건강	하다
건강히	건강	히
건건찝찔하다	건건찝찔	하다
건구온도	건구	온도
건너오다	건너	오다
건너편	건너	편
건늠길	건늠	길
건덩거리다	건덩	거리다
건덩건덩하다	건덩건덩	하다
건덩대다	건덩	대다
건둥히	건둥	히
건득거리다	건득	거리다
건득건득	건득	건득
건득건득하다	건득건득	하다
건득대다	건득	대다
건들거리다	건들	거리다
건들대다	건들	대다
건들바람	건들	바람
건방지다	건방	지다
건빵	건	빵
건성건성	건성	건성
건습계	건습	계
건정거리다	건정	거리다
건정대다	건정	대다
건조경보	건조	경보
건조공기	건조	공기
건조단열감률	건조	단열	감률
건조단열변화	건조	단열	변화
건조단열선	건조	단열-선
건조주의보	건조	주의보
건조하다	건조	하다
건축가	건축	가
건축물	건축	물
건포도	건	포도 < 일본어 乾葡萄, ほしぶどう
걷기	걷	기
걷기경기	걷기	경기
걸	거	ㄹ
걸걸거리다	걸걸	거리다
걸걸대다	걸걸	대다
걸걸하다	걸걸	하다
걸근거리다	걸근	거리다
걸근대다	걸근	대다
걸리적거리다	걸리적	거리다
걸리적대다	걸리적	대다
걸림갈음이름씨	걸림	갈음이름씨
걸림씨	걸리다	씨
걸상	걸다	상
걸씬거리다	걸씬	거리다
걸씬대다	걸씬	대다
걸어가다	걸어	가다
걸오하다	걸오	하다.
걸오히	걸오	히.
걸음	걸	음
걸음걸이	걸음	걸이
걸음마	걸음	마
걸음어김	걸음	어김 < 어기다
걸쩍거리다	걸쩍	거리다
걸쩍대다	걸쩍	대다
걸출하다	걸출	하다
검거되다	검거	되다
검거하다	검거	하다
검독수리	검다	독수리
검둥오리	검둥	오리
검둥이	검	둥이
검박하다	검박	하다
검버섯	검	버섯
검불그스름하다	검불그스름	하다
검붉다	검다	붉다
검사하다	검사	하다
검색어	한자 檢索語. < 검색	어
검색하다	검색	하다
검숭하다	검숭	하다
검실거리다	검실	거리다
검실대다	검실	대다
검양옻나무	검양	옻나무
검어지다	검어	지다
검역하다	검역	하다.
검은	검다	은
검은금	검다 > 검은	금
검은담비	검은	담비
검은댕기해오라기	검은	댕기	해오라기
검은등자칼	검은	등	자칼
검은등할미새	검은	등	할미새
검은딱새	검은	딱새
검은머리딱새	검은	머리	딱새
검은머리멧새	검은	머리	멧새
검은머리방울새	검은	머리	방울새
검은머리쑥새	검은	머리	쑥새
검은머리촉새	검은	머리	촉새
검은머리흰따오기	검은	머리	흰	따오기
검은머리흰죽지	검은	머리	흰죽지
검은목논병아리	검은	목	논병아리
검은목두루미	검은	목	두루미
검은부리아비	검은	부리	아비
검은빛보안경	검은빛	보안경
검은색	검은	색
검은손긴팔원숭이	검은	손	긴팔원숭이
검은지빠귀	검은	지빠귀
검은해오라기	검은	해오라기
검음	검다	음
검적검적	검적	검적
검전기	검전	기
검정망둑	검정	망둑
검정색	검정	색
검정파리	검정	파리
검지	검	지
검찰청	검찰	청
검측스럽다	검측	스럽다
검측하다	검측	하다
검토하다	검토	하다
검푸르다	검—	푸르다
검푸르접접하다	검푸르접접	하다
검푸르죽죽하다	검푸르죽죽	하다
겁나다	겁	나다
겁대가리	겁	대가리
겁쟁이	겁	쟁이
겅둥거리다	겅둥	거리다
겅둥대다	겅둥	대다
겅정거리다	겅정	거리다
겅정대다	겅정	대다
겅중거리다	겅중	거리다
겅중대다	겅중	대다
겉넓이	겉	넓이
겉모습	겉	모습
겉무릎치기	겉	무릎	치기
겉발목치기	겉	발목	치기
겉오금치기	겉	오금	치기
겉옷	겉	옷
겉장	겉	장
겉치레	겉	치레
겉흙	겉	흙
게걸거리다	게걸	거리다
게걸대다	게걸	대다
게걸스럽다	게걸	스럽다
게두덜거리다	게두덜	거리다
게두덜대다	게두덜	대다
게맛살	게	맛	살
게물떼새	게	물떼새
게살	게	살
게시판	게시	판
게시하다	게시	하다
게으른	게으르다	ㄴ
게으름	게으르	ㅁ
게으름뱅이	게으름	뱅이
게으름쟁이	게으름	쟁이
게을러빠진	게을러빠지다	ㄴ
게을러빠짐	게을러빠지다	ㅁ
게을러터진	게을러터지다	ㄴ
게을러터짐	게을러터지다	ㅁ
게임 이론	게임	이론
게임기	게임	기
게임성	게임	성
게자리	게	자리
게잡이여우	게	잡이	여우
게장	게	장
게저분하다	게저분	하다
게적지근하다	게적지근	하다
게젓	게	젓
게정거리다	게정	거리다
게정대다	게정	대다
겨울 스포츠	겨울	스포츠
겨울나이	겨울	나이
겨울날	겨울	날
겨울냉면	겨울	냉면
겨울밤	겨울	밤
겨울비	겨울	비
겨울빛	겨울	빛
겨울잠	겨울	잠
겨울잠쥐	겨울잠	쥐
겨울철	겨울	철
겨이삭	겨	이삭
겨자색	겨자	색
겨자장	겨자	장
겨풀	겨	풀
격 조사	격	조사
격노하다	격노	하다
격려하다	격려	하다
격렬하다	격렬	하다
격리되다	격리	되다
격리하다	격리	하다
격자법	격자	법
격화하다	격화	하다
견고하다	견고	하다
견우화	견우	화
견직물	견	직물
견치석	견치	석
결가부좌	결	가부좌
결결하다	결결	하다
결과적	한자 結果的. < 결과	적
결단코	결단	코
결렬되다	결렬	되다
결박되다	결박	되다
결박하다	결박	하다
결석하다	결석	하다
결여하다	결여	하다
결연하다	결연	하다
결재하다	결재	하다
결정론	결정	론
결정적	결정	적
결정하다	결정	하다
결초보은	결초	보은
결코	결	코
결합률	결합	률
결합하다	결합	하다
결혼식	결혼	식
결혼하다	결혼	하다.
겸손하다	겸손	하다
겸임하다	겸임	하다
겸하다	겸	하다
겸허하다	겸허	하다
겹경사	겹	경사
겹대류권계면	겹	대류	권계면
겹문장	겹	문장
겹받침	겹	받침
겹빵이	겹	빵	이
겹치다	겹	치다
경건하다	경건	하다
경계층	경계	층
경고표	한자 警告票. < 경고	표
경고하다	경고	하다
경공업	경	공업
경기담	경기	담
경기대회	한자 競技大會. < 경기	대회
경기도	경기	도
경기돛배	경기	돛배
경기장	경기	장
경기하다	경기	하다
경기헤염	경기	헤염
경기홀	경기	홀
경년변화	경년	변화
경도되다	경도	되다
경도풍	경도	풍
경력자	경력	자
경마장	경마	장
경망하다	경망	하다
경멸하다	경멸	하다
경박스럽다	경박	스럽다
경비원	경비	원
경사가시거리	경사	가시거리
경상수지	경상	수지
경솔하다	경솔	하다
경쇠	경	쇠
경시하다	경시	하다
경아하다	경아	하다
경압대기	경압	대기
경압불안정	경압	불안정
경애하다	경애	하다
경양식	경	양식
경어법	경어	법
경영주	경영	주
경영학	경영	학
경음악	경	음악
경이롭다	경이	롭다
경이적	한자 驚異的. < 경이	적
경입자	경	입자
경쟁자	경쟁	자
경쟁적	경쟁	적
경쟁하다	경쟁	하다
경정하다	경정	하다
경제론	경제	론
경제사적	경제사	적
경제장성률	한자 經濟.	長成率
경제적	한자 經濟的. < 경제	적
경제학	경제	학
경직하다	경직	하다
경질하다	경질	하다
경천동지	경천	동지
경청하다	경청	하다
경축일	경축	일
경쾌감	한자어 ‘輕快感, 輕快	感’에서 유래.
경쾌스럽다	경쾌	스럽다.
경쾌하다	경쾌	하다.
경쾌히	경쾌	히.
경탄스럽다	경탄	스럽다
경탄하다	경탄	하다
경하다	경	하다
경험담	경험	담
곁두리	곁	두리
곁바다	곁	바다
곁별무리	곁	별무리
계곡산개구리	계곡	산개구리
계급별일수	계급	별	일수
계단공포증	계단	공포증
계란 껍질	계란	껍질
계란말이	계란	말다 > 말이
계란색	계란	색
계란찜	계란	찜
계랄	계란	알
계량스푼	계량	스푼
계량컵	계량	컵
계몽령	계몽	령
계몽시대	계몽	시대
계몽주의	계몽	주의
계산대	계산	대
계산하다	계산	하다
계속되다	계속	되다
계속하다	계속	하다
계수나무	계수	나무
계승하다	계승	하다
계신데	계시다	데
계약자	계약	자
계약하다	계약	하다
계절관측	계절	관측
계절변동	계절	변동
계절변화	계절	변화
계절예보	계절	예보
계절지연	계절	지연
계절풍	계절	풍
계정계좌	계정	계좌
계집	계시	집 > 계집
계집년	계집	년
계집아이	계집	아이
계집애	계집	애
계집종	계집	종
계집질	계집	질
계획하다	계획	하다
고가 도로	고가	도로
고가 사다리	고가	사다리
고객님	고객	님
고고학	고고	학
고공살이	고공	살이
고급동작	고급	동작
고급스럽다	고급	스럽다
고급품	고급	품
고기결	고기	결
고기겹빵	고기	겹	빵
고기구이	고기	구이
고기떡	고기	떡
고기비늘	고기	비늘
고기순대	고기	순대
고기숨구멍	고기	숨	구멍
고기압	고	기압
고기압 중심	고기압	중심
고기압성	고기압	성
고기압성 곡률	고기압	성	곡률
고기압성 소용돌이	고기압	성	소용돌-이
고기압성 소용돌이도	고기압	성	소용돌-이	도
고기압성 순환	고기압	성	순환
고기압성 와도	고기압	성	와도
고기완자	고기	완자
고기작거리다	고기작	거리다
고기작대다	고기작	대다
고깃간	고기	ㅅ	간
고깃거리다	고깃	거리다
고깃결	고기	ㅅ	결
고깃고깃하다	고깃고깃	하다
고깃깃	고기	ㅅ	깃
고깃대다	고깃	대다
고깃집	고기	ㅅ	집
고까옷	고까	옷
고깔해파리	고깔	해파리
고꾸라뜨리다	고꾸라	뜨리다
고꾸라트리다	고꾸라	트리다
고나리질	고나리	질
고단하다	고단	하다
고달픈	고달프다	ㄴ
고달픔	고달프다	ㅁ
고답적	고답	적
고대 교회 슬라브어	고대	교회	슬라브어
고대 그리스	고대	^그리스
고대 그리스어	고대	그리스어	어)
고대 로마	고대	^로마
고대 프로이센어	고대	프로이센	어
고대교회슬라브어	고대	교회	슬라브	어
고대국어	고대	국어
고도계	고도	계
고도변화도	고도	변화	도
고도조립산업	고도	조립	산업
고독고독하다	고독고독	하다
고독하다	고독	하다
고드름	곧	얼	음
고등어과	고등어	과
고등어구이	고등어	구이
고등학교	고등	학교 < 일본어 高等学校/こうとうがっこう
고등학생	고등	학교
고따위	고	따위
고랑	근대 국어 고＜ < 중세 국어 골	
고래고래	고래	고래
고래상어	고래	상어
고렙	고	렙
고려 사람	^고려	사람
고려약	고려	약
고려하다	고려	하다
고령화사회	고령화	사회
고로	고	로
고로롱거리다	고로롱	거리다
고로롱고로롱	고로롱	고로롱
고로롱대다	고로롱	대다
고롱거리다	고롱	거리다
고롱고롱하다	고롱고롱	하다
고롱대다	고롱	대다
고른	고르다	ㄴ
고름	고르다	ㅁ
고리도롱뇽	고리	도롱뇽
고리무늬물범	고리	무늬	물범
고리운동	고리	운동
고리타분하다	고리타분	하다
고리탑탑하다	고리탑탑	하다
고리틀운동	고리	틀	운동
고린내	고린	내
고립된 언어	고립된	언어
고립어	고립	어
고립적	한자 孤立的. < 고립	적
고립하다	고립	하다
고릿하다	고릿	하다
고마운	고맙다	ㄴ
고마움	고맙다 > 고마운	ㅁ
고만	고	만
고만하다	고만	하다
고무나무	고무	나무
고무라기	고무	아기
고무락거리다	고무락	거리다
고무락고무락	고무락	고무락
고무락고무락하다	고무락고무락	하다
고무락대다	고무락	대다
고무신	고무	신
고무오리	고무	오리
고무줄공	고무줄	공
고무하다	고무	하다
고물거리다	고물	거리다
고물대다	고물	대다
고민하다	고민	하다
고방오리	고방	오리
고부라뜨리다	고부라	뜨리다
고부라트리다	고부라	트리다
고부랑거리다	고부랑	거리다
고부랑대다	고부랑	대다
고부스름하다	고부스름	하다
고부슴하다	고부슴	하다
고부장하다	고부장	하다
고분거리다	고분	거리다
고분고분	고분	고분
고분고분히	고분고분	히
고분대다	고분	대다
고불거리다	고불	거리다
고불고불하다	고불고불	하다
고불대다	고불	대다
고붓고붓하다	고독고독	하다
고붓하다	고붓	하다
고비 사막	^고비	사막
고뿔	곻〮	ㅅ	블〮
고산황기	고산	황기
고상하다	고상	하다
고생대	고생	대
고생물	고	생물
고생물학	고생물	학
고생하다	고생	하다
고선명 텔레비전	고선명	텔레비전
고세균	고	세균
고소공포증	고소	공포증
고소하다	고소	하다
고속 도로	고속	도로
고속버스	고속	버스
